Bkg Branch,Delivery Branch,Card Rate
PATNA,CHERLAPALLY,2.25
PATNA,SIRSI,12.25
PATNA,RABAKAVI - BANATTI,13.45
PATNA,MANDYA,10.75
PATNA,BAGALAKOTE - NORTH KAR,10.75
PATNA,BILASPUR,9.35
PATNA,BELGAUM INDL ESTATE,11.7
PATNA,CHITTOOR,12
PATNA,CUDDAPAH,12
PATNA,SAMBALPUR,8.5
PATNA,KARIMNAGAR,12
PATNA,NIZAMABAD,12
PATNA,WARANGAL,12
PATNA,KOLKATA TR,2.95
RANCHI,GAJUWAKA,12
RANCHI,MARAIMALAI NAGAR - CHE,13.45
RANCHI,NEEMRANA,9.85
RANCHI,HYDERABAD CENTRAL CELL,11
RANCHI,PATIALA,12
RANCHI,ALWAR,7.65
RANCHI,BUTIBORI,10.45
RANCHI,DINDIGUL,12.9
RANCHI,KHED SHIVAPUR,12.25
RANCHI,HOSKOTE,11.35
RANCHI,ORAGADAM-CHE,12.25
RANCHI,DURGAPUR,6.7
RANCHI,SITAPURA - JAIPUR,9.2
RANCHI,HINJEWADI,12.25
RANCHI,CHIKMAGALUR,12.25
RANCHI,CHITRADURGA,12
RANCHI,RAICHUR,12.9
RANCHI,BIJAPUR,13.2
RANCHI,KHARAGPUR,6.6
RANCHI,SINDHNOOR,12.6
RANCHI,GADAG,13.2
RANCHI,KOPPAL,12.6
RANCHI,BIDAR,13.8
RANCHI,PARDI,9.85
RANCHI,MURBAD,10.75
RANCHI,KARWAR,15.3
RANCHI,RAMANAGARA,11
RANCHI,GANGAVATI,12.6
RANCHI,REDHILLS - CHENNAI,2.25
RANCHI,BARAMATI,14.1
RANCHI,BAIKAMPADY - MNG,2.25
RANCHI,CHERLAPALLY,2.25
RANCHI,SIRSI,14.1
RANCHI,RABAKAVI - BANATTI,12.9
RANCHI,MANDYA,11
RANCHI,BAGALAKOTE - NORTH KAR,14.1
RANCHI,BILASPUR,12.75
RANCHI,BELGAUM INDL ESTATE,12.6
RANCHI,CHITTOOR,11.7
RANCHI,CUDDAPAH,11.7
RANCHI,SAMBALPUR,13.15
RANCHI,KARIMNAGAR,12.9
RANCHI,NIZAMABAD,12.9
RANCHI,WARANGAL,12.6
RANCHI,KOLKATA TR,3.3
SAMBALPUR,GAJUWAKA,8.3
SAMBALPUR,MARAIMALAI NAGAR - CHE,11
SAMBALPUR,NEEMRANA,6.95
SAMBALPUR,HYDERABAD CENTRAL CELL,9.2
SAMBALPUR,PATIALA,9.2
SAMBALPUR,ALWAR,5.75
SAMBALPUR,BUTIBORI,9.8
SAMBALPUR,DINDIGUL,12.6
SAMBALPUR,KHED SHIVAPUR,7.6
SAMBALPUR,HOSKOTE,8.3
SAMBALPUR,ORAGADAM-CHE,10.45
SAMBALPUR,DURGAPUR,10.3
SAMBALPUR,SITAPURA - JAIPUR,7.4
SAMBALPUR,HINJEWADI,8.6
SAMBALPUR,CHIKMAGALUR,9.55
SAMBALPUR,CHITRADURGA,10.2
SAMBALPUR,RAICHUR,10.45
SAMBALPUR,BIJAPUR,10.45
SAMBALPUR,KHARAGPUR,9.85
SAMBALPUR,SINDHNOOR,13.45
SAMBALPUR,GADAG,7.4
SAMBALPUR,KOPPAL,10.2
SAMBALPUR,BIDAR,11
SAMBALPUR,PARDI,6.7
SAMBALPUR,MURBAD,8.05
SAMBALPUR,KARWAR,7.1
SAMBALPUR,RAMANAGARA,8.3
SAMBALPUR,GANGAVATI,10.45
SAMBALPUR,REDHILLS - CHENNAI,8.45
SAMBALPUR,BARAMATI,10.75
SAMBALPUR,BAIKAMPADY - MNG,9.8
SAMBALPUR,CHERLAPALLY,7.75
SAMBALPUR,SIRSI,9.75
SAMBALPUR,RABAKAVI - BANATTI,10.2
SAMBALPUR,MANDYA,8.3
SAMBALPUR,BAGALAKOTE - NORTH KAR,10.45
SAMBALPUR,BILASPUR,5.55
SAMBALPUR,BELGAUM INDL ESTATE,10.2
SAMBALPUR,CHITTOOR,9.55
SAMBALPUR,CUDDAPAH,8.85
SAMBALPUR,SAMBALPUR,0.1
SAMBALPUR,KARIMNAGAR,10.45
SAMBALPUR,NIZAMABAD,10.75
SAMBALPUR,WARANGAL,10.2
SAMBALPUR,KOLKATA TR,6.75
JAMSHEDPUR,GAJUWAKA,10.75
JAMSHEDPUR,MARAIMALAI NAGAR - CHE,12.6
JAMSHEDPUR,NEEMRANA,8.85
JAMSHEDPUR,HYDERABAD CENTRAL CELL,9.85
JAMSHEDPUR,PATIALA,11
JAMSHEDPUR,ALWAR,7.65
JAMSHEDPUR,BUTIBORI,9.55
JAMSHEDPUR,DINDIGUL,12
JAMSHEDPUR,KHED SHIVAPUR,11.35
JAMSHEDPUR,HOSKOTE,10.2
JAMSHEDPUR,ORAGADAM-CHE,12
JAMSHEDPUR,DURGAPUR,4.65
JAMSHEDPUR,SITAPURA - JAIPUR,9.2
JAMSHEDPUR,HINJEWADI,11.35
JAMSHEDPUR,CHIKMAGALUR,11.35
JAMSHEDPUR,CHITRADURGA,11
JAMSHEDPUR,RAICHUR,12
JAMSHEDPUR,BIJAPUR,12
JAMSHEDPUR,KHARAGPUR,5.75
JAMSHEDPUR,SINDHNOOR,11.35
JAMSHEDPUR,GADAG,12.25
JAMSHEDPUR,KOPPAL,11.7
JAMSHEDPUR,BIDAR,12.6
JAMSHEDPUR,PARDI,8.6
JAMSHEDPUR,MURBAD,9.85
JAMSHEDPUR,KARWAR,14.1
JAMSHEDPUR,RAMANAGARA,10.2
JAMSHEDPUR,GANGAVATI,11.7
JAMSHEDPUR,REDHILLS - CHENNAI,12
JAMSHEDPUR,BARAMATI,13.2
JAMSHEDPUR,BAIKAMPADY - MNG,10.45
JAMSHEDPUR,CHERLAPALLY,10.75
JAMSHEDPUR,SIRSI,12.9
JAMSHEDPUR,RABAKAVI - BANATTI,11.7
JAMSHEDPUR,MANDYA,10.2
JAMSHEDPUR,BAGALAKOTE - NORTH KAR,13.2
JAMSHEDPUR,BILASPUR,11.95
JAMSHEDPUR,BELGAUM INDL ESTATE,11.7
JAMSHEDPUR,CHITTOOR,10.45
JAMSHEDPUR,CUDDAPAH,10.45
JAMSHEDPUR,SAMBALPUR,12
JAMSHEDPUR,KARIMNAGAR,12
JAMSHEDPUR,NIZAMABAD,12
JAMSHEDPUR,WARANGAL,11.7
JAMSHEDPUR,KOLKATA TR,3
CUTTACK,GAJUWAKA,9.55
CUTTACK,MARAIMALAI NAGAR - CHE,11
CUTTACK,NEEMRANA,7.4
CUTTACK,HYDERABAD CENTRAL CELL,8.6
CUTTACK,PATIALA,9.55
CUTTACK,ALWAR,7.65
CUTTACK,BUTIBORI,8.05
CUTTACK,DINDIGUL,10.45
CUTTACK,KHED SHIVAPUR,9.85
CUTTACK,HOSKOTE,8.6
CUTTACK,ORAGADAM-CHE,13.45
CUTTACK,DURGAPUR,3.45
CUTTACK,SITAPURA - JAIPUR,10.45
CUTTACK,HINJEWADI,9.85
CUTTACK,CHIKMAGALUR,9.55
CUTTACK,CHITRADURGA,9.55
CUTTACK,RAICHUR,10.45
CUTTACK,BIJAPUR,10.75
CUTTACK,KHARAGPUR,6.9
CUTTACK,SINDHNOOR,10.2
CUTTACK,GADAG,10.75
CUTTACK,KOPPAL,10.2
CUTTACK,BIDAR,11.35
CUTTACK,PARDI,6.95
CUTTACK,MURBAD,8.3
CUTTACK,KARWAR,12.9
CUTTACK,RAMANAGARA,8.6
CUTTACK,GANGAVATI,10.2
CUTTACK,REDHILLS - CHENNAI,3.6
CUTTACK,BARAMATI,11.7
CUTTACK,BAIKAMPADY - MNG,3.6
CUTTACK,CHERLAPALLY,3.6
CUTTACK,SIRSI,11.7
CUTTACK,RABAKAVI - BANATTI,10.45
CUTTACK,MANDYA,8.6
CUTTACK,BAGALAKOTE - NORTH KAR,11.7
CUTTACK,BILASPUR,10.35
CUTTACK,BELGAUM INDL ESTATE,10.2
CUTTACK,CHITTOOR,8.85
CUTTACK,CUDDAPAH,8.85
CUTTACK,SAMBALPUR,4.25
CUTTACK,KARIMNAGAR,10.45
CUTTACK,NIZAMABAD,10.45
CUTTACK,WARANGAL,10.2
CUTTACK,KOLKATA TR,3.45
BHUBANESWAR,GAJUWAKA,10.45
BHUBANESWAR,MARAIMALAI NAGAR - CHE,12
BHUBANESWAR,NEEMRANA,8.3
BHUBANESWAR,HYDERABAD CENTRAL CELL,9.55
BHUBANESWAR,PATIALA,10.45
BHUBANESWAR,ALWAR,7.65
BHUBANESWAR,BUTIBORI,8.85
BHUBANESWAR,DINDIGUL,11.35
BHUBANESWAR,KHED SHIVAPUR,10.75
BHUBANESWAR,HOSKOTE,9.85
BHUBANESWAR,ORAGADAM-CHE,6.35
BHUBANESWAR,DURGAPUR,4
BHUBANESWAR,SITAPURA - JAIPUR,5.75
BHUBANESWAR,HINJEWADI,10.75
BHUBANESWAR,CHIKMAGALUR,10.75
BHUBANESWAR,CHITRADURGA,10.45
BHUBANESWAR,RAICHUR,11.35
BHUBANESWAR,BIJAPUR,11.7
BHUBANESWAR,KHARAGPUR,5.15
BHUBANESWAR,SINDHNOOR,11
BHUBANESWAR,GADAG,11.7
BHUBANESWAR,KOPPAL,11
BHUBANESWAR,BIDAR,12.25
BHUBANESWAR,PARDI,8.3
BHUBANESWAR,MURBAD,9.2
BHUBANESWAR,KARWAR,13.8
BHUBANESWAR,RAMANAGARA,9.55
BHUBANESWAR,GANGAVATI,11
BHUBANESWAR,REDHILLS - CHENNAI,6.7
BHUBANESWAR,BARAMATI,12.6
BHUBANESWAR,BAIKAMPADY - MNG,7.65
BHUBANESWAR,CHERLAPALLY,4.55
BHUBANESWAR,SIRSI,12.6
BHUBANESWAR,RABAKAVI - BANATTI,11.35
BHUBANESWAR,MANDYA,9.55
BHUBANESWAR,BAGALAKOTE - NORTH KAR,12.6
BHUBANESWAR,BILASPUR,11.25
BHUBANESWAR,BELGAUM INDL ESTATE,11
BHUBANESWAR,CHITTOOR,10.2
BHUBANESWAR,CUDDAPAH,10.2
BHUBANESWAR,SAMBALPUR,11.7
BHUBANESWAR,KARIMNAGAR,11.35
BHUBANESWAR,NIZAMABAD,11.35
BHUBANESWAR,WARANGAL,11
BHUBANESWAR,KOLKATA TR,0.8
KOTA (RAJASTAN) FR,MUMBAI,4.85
KOTA (RAJASTAN) FR,ANDHERI,4.65
KOTA (RAJASTAN) FR,VASAI EAST,4.85
KOTA (RAJASTAN) FR,GOREGOAN,6.2
KOTA (RAJASTAN) FR,NAROL,2.3
KOTA (RAJASTAN) FR,VATVA,2.3
KOTA (RAJASTAN) FR,BOISAR,4.65
KOTA (RAJASTAN) FR,ODHAV,2.4
KOTA (RAJASTAN) FR,RAKHIAL,2.4
KOTA (RAJASTAN) FR,NARODA,2.5
KOTA (RAJASTAN) FR,SARANGPUR,2.4
KOTA (RAJASTAN) FR,GANDHINAGAR,2.5
KOTA (RAJASTAN) FR,KALAMBOLI,5.35
KOTA (RAJASTAN) FR,THANA,5.7
KOTA (RAJASTAN) FR,HIMATNAGAR,2.8
KOTA (RAJASTAN) FR,KHOPOLI,5.2
KOTA (RAJASTAN) FR,NADIAD,2.7
KOTA (RAJASTAN) FR,AMBERNATH,5.35
KOTA (RAJASTAN) FR,KATHWADA,2.5
KOTA (RAJASTAN) FR,DRONAGIRI,5
KOTA (RAJASTAN) FR,SARKHEJ,2.4
KOTA (RAJASTAN) FR,CHANGODAR,2.4
KOTA (RAJASTAN) FR,SANTEJ,2.5
KOTA (RAJASTAN) FR,DOMBIVLI,5.7
KOTA (RAJASTAN) FR,SANAND,2.5
KOTA (RAJASTAN) FR,CHHATRAL (N.G.),2.5
KOTA (RAJASTAN) FR,KALOL (N.G.),3.7
KOTA (RAJASTAN) FR,SIDHPUR,3.95
KOTA (RAJASTAN) FR,PALANPUR,3.95
KOTA (RAJASTAN) FR,SURENDRANAGAR,3
KOTA (RAJASTAN) FR,SOLAPUR,8.6
KOTA (RAJASTAN) FR,GOLDEN BRANCH,3.4
KOTA (RAJASTAN) FR,BARODA - KARELIBAUG,3.4
KOTA (RAJASTAN) FR,NAGPUR (WADI),7.8
KOTA (RAJASTAN) FR,MAKARPURA,3.4
KOTA (RAJASTAN) FR,DASHRATH,2.8
KOTA (RAJASTAN) FR,NANDESARI,3.3
KOTA (RAJASTAN) FR,NAGPUR CITY,8.7
KOTA (RAJASTAN) FR,V V NAGAR,2.7
KOTA (RAJASTAN) FR,PADRA (DHABASA),3.3
KOTA (RAJASTAN) FR,POR,3.4
KOTA (RAJASTAN) FR,WAGHODIA,3.4
KOTA (RAJASTAN) FR,WAGHOLI,7.05
KOTA (RAJASTAN) FR,GODHRA PANCHMAHAL,3.5
KOTA (RAJASTAN) FR,HALOL (GIDC),3.4
KOTA (RAJASTAN) FR,MEHSANA (N.G.),3.7
KOTA (RAJASTAN) FR,PIRANGUT,7.05
KOTA (RAJASTAN) FR,PONDA,9.8
KOTA (RAJASTAN) FR,MADGAON,9.7
KOTA (RAJASTAN) FR,GONDHE,6.95
KOTA (RAJASTAN) FR,SINNER,5.2
KOTA (RAJASTAN) FR,CHANDRAPUR,8.9
KOTA (RAJASTAN) FR,AURANGABAD (WALUJ) MIDC,6.85
KOTA (RAJASTAN) FR,VERNA-GOA,8.7
KOTA (RAJASTAN) FR,AURANGABAD CITY- CHIKALTHANA,8.05
KOTA (RAJASTAN) FR,LOTE,6.6
KOTA (RAJASTAN) FR,PUNE CITY,6.95
KOTA (RAJASTAN) FR,SILVASSA,4.45
KOTA (RAJASTAN) FR,ROHA,6.05
KOTA (RAJASTAN) FR,KOLHAPUR,8.6
KOTA (RAJASTAN) FR,DADRA NAGAR HAVELI,4.15
KOTA (RAJASTAN) FR,KARAD,8.35
KOTA (RAJASTAN) FR,MAPUCA,9.9
KOTA (RAJASTAN) FR,SATARA,8.15
KOTA (RAJASTAN) FR,VAPI DELIVERY,3.5
KOTA (RAJASTAN) FR,BELGAUM,8.5
KOTA (RAJASTAN) FR,NASIK,5.2
KOTA (RAJASTAN) FR,SARIGAM,4.15
KOTA (RAJASTAN) FR,PHURSUNGHI,7.15
KOTA (RAJASTAN) FR,UMARGAON,4.05
KOTA (RAJASTAN) FR,VALSAD,4.45
KOTA (RAJASTAN) FR,GUINDY-CHENNAI,10.35
KOTA (RAJASTAN) FR,AHEMADNAGAR,7.95
KOTA (RAJASTAN) FR,MAHAD MIDC,6.3
KOTA (RAJASTAN) FR,DEWAS NAKA,5.2
KOTA (RAJASTAN) FR,HAZIRA,4.15
KOTA (RAJASTAN) FR,SAROLI,3.4
KOTA (RAJASTAN) FR,BHOPAL,6.4
KOTA (RAJASTAN) FR,NAVSARI,4.45
KOTA (RAJASTAN) FR,UNN,4.15
KOTA (RAJASTAN) FR,SURAT CITY,4.15
KOTA (RAJASTAN) FR,BILIMORA,4.55
KOTA (RAJASTAN) FR,INDORE CITY,5.6
KOTA (RAJASTAN) FR,ANKLESHWAR,3.6
KOTA (RAJASTAN) FR,PANOLI,4.15
KOTA (RAJASTAN) FR,KIM,4.25
KOTA (RAJASTAN) FR,PITHAMPUR,5.7
KOTA (RAJASTAN) FR,BHARUCH,4.45
