Bkg Branch,Delivery Branch,Card Rate
RANEBENNUR,JEEDIMETLA,9.55
RANEBENNUR,KARIMNAGAR,11.7
RANEBENNUR,KHAMMAM,11.7
RANEBENNUR,KOTHUR,11.7
RANEBENNUR,KURNOOL,11.7
RANEBENNUR,NIZAMABAD,12
RANEBENNUR,PATANCHERU,9.85
RANEBENNUR,SECUNDERABAD,9.85
RANEBENNUR,WARANGAL,11.35
RANEBENNUR,BARODA - KARELIBAUG,9.55
RANEBENNUR,DASHRATH,8.6
RANEBENNUR,GODHRA PANCHMAHAL,9.55
RANEBENNUR,HALOL (GIDC),9.55
RANEBENNUR,JAROD,9.55
RANEBENNUR,MAKARPURA,9.55
RANEBENNUR,MANJUSAR,9.2
RANEBENNUR,NANDESARI,9.55
RANEBENNUR,PADRA (DHABASA),9.2
RANEBENNUR,POR,9.55
RANEBENNUR,V V NAGAR,9.55
RANEBENNUR,WAGHODIA,9.55
RANEBENNUR,AMBATTUR-CHENNAI,8.3
RANEBENNUR,BROADWAY - CHENNAI,8.6
RANEBENNUR,CUDDAPAH,7.4
RANEBENNUR,GUINDY-CHENNAI,8.3
RANEBENNUR,GUMMIDIPOONDI - CHENNAI,8.85
RANEBENNUR,NELLORE,12.25
RANEBENNUR,PALLAVARAM - CHENNAI,4.65
RANEBENNUR,PARIVAKKAM-CHENNAI,7.4
RANEBENNUR,REDHILLS - CHENNAI,9.2
RANEBENNUR,SRICITY - TADA,9.65
RANEBENNUR,THIRUVALLUR - CHE,8.1
RANEBENNUR,TIRUPATHI,7.65
RANEBENNUR,AMBUR,8.3
RANEBENNUR,CHITTOOR,7.65
RANEBENNUR,CUDDALORE,8.85
RANEBENNUR,KELAMBAKKAM,4.85
RANEBENNUR,MARAIMALAI NAGAR - CHE,9.2
RANEBENNUR,ORAGADAM-CHE,9.2
RANEBENNUR,PANRUTI,5.2
RANEBENNUR,PERUNGUDI,8.3
RANEBENNUR,PONDICHERRY,7.4
RANEBENNUR,RANIPET,6.95
RANEBENNUR,SRIPERUMBUDUR,8.6
RANEBENNUR,THIRUVNNAMALAI,6.35
RANEBENNUR,VILLUPURAM,8.85
RANEBENNUR,BARGUR,10.75
RANEBENNUR,COIMBATORE BRANCH,7.65
RANEBENNUR,DHARMAPURI,8.1
RANEBENNUR,ERODE,8.05
RANEBENNUR,KANJIKODE,10.75
RANEBENNUR,KARUR,10.75
RANEBENNUR,KOMARAPALAYAM,8.05
RANEBENNUR,KOVILPATTI,10.75
RANEBENNUR,KUMBAKONAM,10.75
RANEBENNUR,METTUR DAM,8.3
RANEBENNUR,NAMAKKAL,7.7
RANEBENNUR,NEELAMBUR,7.65
RANEBENNUR,PERUNDURAI SIPCOT,10.45
RANEBENNUR,POLLACHI,6.35
RANEBENNUR,PUDUKKOTTAI,10.45
RANEBENNUR,SALEM,6.7
RANEBENNUR,THANJAVUR,10.2
RANEBENNUR,TIRUCHENGODE,8.05
RANEBENNUR,TIRUPUR,10.45
RANEBENNUR,TRICHY,8.3
RANEBENNUR,UDUMALPET,10.75
RANEBENNUR,ALLEPPEY,11.35
RANEBENNUR,CALICUT,14.4
RANEBENNUR,COCHIN (ERNAKULAM),9.2
RANEBENNUR,KALAMASSERY,9.2
RANEBENNUR,KANNUR,7.9
RANEBENNUR,KOLLAM FR,13.45
RANEBENNUR,KOTTAYAM,10.75
RANEBENNUR,MANJERI,9.2
RANEBENNUR,PERUMBAVOOR,10
RANEBENNUR,TRICHUR,11.35
RANEBENNUR,TRIVANDRUM,13.45
RANEBENNUR,DINDIGUL,9.55
RANEBENNUR,MADURAI,8.05
RANEBENNUR,NAGERCOIL,11
RANEBENNUR,RAJAPALAYAM,10.45
RANEBENNUR,SIVAKASI,10.2
RANEBENNUR,TIRUNELVELI,10.75
RANEBENNUR,TUTICORIN,10.75
RANEBENNUR,BEGUSARAI,16.05
RANEBENNUR,GAYA,16.05
RANEBENNUR,JAMSHEDPUR,12.8
RANEBENNUR,MUZAFFARPUR,16.05
RANEBENNUR,PATNA,16.05
RANEBENNUR,RANCHI,13.15
RANEBENNUR,RANCHI DELIVERY,13.15
RANEBENNUR,RAXAUL,18.4
RANEBENNUR,GUWAHATI,20.95
RANEBENNUR,JAIGAON - BHUTAN,28.35
RANEBENNUR,SILIGURI,20.15
