Bkg Branch,Delivery Branch,Card Rate
MANGOLPURI,BHANDARA,9.30
MANGOLPURI,BHILAI,9.70
MANGOLPURI,BILASPUR,11.50
MANGOLPURI,BORGAON,9.30
MANGOLPURI,BUTIBORI,10.05
MANGOLPURI,CHANDRAPUR,9.70
MANGOLPURI,CHHINDWARA,9.30
MANGOLPURI,GANDHIBAGH-NGP,9.05
MANGOLPURI,JABALPUR,9.70
MANGOLPURI,KHAMGAON,10.35
MANGOLPURI,MALKAPUR,11.65
MANGOLPURI,NAGPUR (WADI),8.75
MANGOLPURI,NAGPUR CITY,9.30
MANGOLPURI,NAGPUR CIY FR,9.30
MANGOLPURI,NAGPUR KAPSI,9.30
MANGOLPURI,NAGPUR WADDHAMNA,7.80
MANGOLPURI,RAIPUR,9.70
MANGOLPURI,ALIPUR BRANCH,2.95
MANGOLPURI,DELHI (RAMA ROAD),2.50
MANGOLPURI,DELHI EAST,2.50
MANGOLPURI,FARIDABAD,2.25
MANGOLPURI,KUNDLI BRANCH,2.90
MANGOLPURI,OKHLA-1,2.50
MANGOLPURI,ROHTAK,2.55
MANGOLPURI,SONEPAT,2.50
MANGOLPURI,TIKRI BORDER,2.60
MANGOLPURI,AJMER,6.05
MANGOLPURI,ALWAR,5.45
MANGOLPURI,BAGRU-JAIPUR,5.35
MANGOLPURI,BAIS GODAM,4.45
MANGOLPURI,BHIWADI - RAJASTHAN,2.20
MANGOLPURI,BIKANER,6.40
MANGOLPURI,DELHI HIGHWAY (JAIPUR) DLY,3.80
MANGOLPURI,DHARUHERA,3.45
MANGOLPURI,GGNDLY,1.60
MANGOLPURI,GURGAON BKG & DLY,1.95
MANGOLPURI,JAIPUR,3.80
MANGOLPURI,JAMALPUR-PATOUDI,2.35
MANGOLPURI,KISHANGARH,6.05
MANGOLPURI,MANESAR,2.35
MANGOLPURI,NEEMRANA,2.45
MANGOLPURI,SITAPURA - JAIPUR,5.20
MANGOLPURI,TRANSPORT NAGAR JAIPUR,4.65
MANGOLPURI,AMBALA CITY,3.45
MANGOLPURI,AMRITSAR,6.80
MANGOLPURI,BADDI (HIMACHAL PRADESH),3.45
MANGOLPURI,HISAR,4.35
MANGOLPURI,JAGADHRI,5.60
MANGOLPURI,JALANDHAR,4.95
MANGOLPURI,JAMMU,8.55
MANGOLPURI,KALA-AMB,5.25
MANGOLPURI,KARNAL,3.45
MANGOLPURI,LUDHIANA,4.05
MANGOLPURI,NALAGARH,4.70
MANGOLPURI,PANCHKULA BRANCH,3.45
MANGOLPURI,PANIPAT,3.45
MANGOLPURI,PARWANOO,5.25
MANGOLPURI,PATIALA,5.25
MANGOLPURI,SOLAN,5.60
MANGOLPURI,SRINAGAR,14.50
MANGOLPURI,ALLAHABAD,8.55
MANGOLPURI,AYODHYA,7.45
MANGOLPURI,BARABANKI,7.45
MANGOLPURI,GHAZIPUR FR,7.45
MANGOLPURI,GORAKHPUR,9.65
MANGOLPURI,JAUNPUR,7.45
MANGOLPURI,KANNAUJ FR,5.90
MANGOLPURI,KANPUR,5.90
MANGOLPURI,LUCKNOW,7.45
MANGOLPURI,SHAHJHANPUR FR,5.60
MANGOLPURI,SITAPUR,5.60
MANGOLPURI,VARANASI,8.80
MANGOLPURI,AGRA,4.05
MANGOLPURI,ALIGARH FR,5.00
MANGOLPURI,FIROZABAD FR,5.00
MANGOLPURI,GAJRAULA,4.50
MANGOLPURI,GHAZIABAD,2.95
MANGOLPURI,GREATER NOIDA,2.55
MANGOLPURI,GWALIOR,9.10
MANGOLPURI,KASNA (GRATER NOIDA),2.55
MANGOLPURI,MATHURA,3.70
MANGOLPURI,MEERUT,4.05
MANGOLPURI,NOIDA,2.55
MANGOLPURI,BAREILLY,5.60
MANGOLPURI,DEHRADUN,4.95
MANGOLPURI,HARIDWAR,3.70
MANGOLPURI,KASHIPUR,5.25
MANGOLPURI,MORADABAD,4.95
MANGOLPURI,ROORKEE,3.70
MANGOLPURI,RUDRAPUR,3.70
MANGOLPURI,SAHARANPUR,5.60
MANGOLPURI,SELAQUI,4.70
MANGOLPURI,SITARGANJ,4.70
MANGOLPURI,ICHALKARANJI,9.20
MANGOLPURI,KAGAL,9.20
MANGOLPURI,KARAD,8.00
MANGOLPURI,KOLHAPUR,8.15
MANGOLPURI,LOTE,9.05
MANGOLPURI,MADGAON,10.75
MANGOLPURI,MAHAD MIDC,8.50
MANGOLPURI,MAPUCA,11.95
MANGOLPURI,PONDA,11.95
MANGOLPURI,RATNAGIRI,10.60
MANGOLPURI,ROHA,8.05
MANGOLPURI,SANGLI,9.10
MANGOLPURI,SATARA,7.75
MANGOLPURI,SHINOLI,10.75
MANGOLPURI,VERNA-GOA,11.95
MANGOLPURI,AHEMADNAGAR,7.45
MANGOLPURI,AURANGABAD (WALUJ) MIDC,8.50
MANGOLPURI,AURANGABAD CITY- CHIKALTHANA,9.05
MANGOLPURI,BEED,10.60
MANGOLPURI,DHULE,10.35
MANGOLPURI,GONDHE,8.50
MANGOLPURI,JALGAON,9.05
MANGOLPURI,JALNA,10.35
MANGOLPURI,LATUR,10.00
MANGOLPURI,MALEGAON,7.05
MANGOLPURI,NANDED,10.10
MANGOLPURI,NASIK,7.80
MANGOLPURI,SINNER,7.80
MANGOLPURI,ALANDI,8.40
MANGOLPURI,CHAKAN CENTRAL CELL,9.05
MANGOLPURI,HINJEWADI,8.05
MANGOLPURI,LONAVALA,9.35
MANGOLPURI,NIGDI,8.05
MANGOLPURI,PIRANGUT,8.50
MANGOLPURI,RANJANGAON,8.50
MANGOLPURI,TALEGAON (BKG & DLY),8.50
MANGOLPURI,BARAMATI,10.05
