Bkg Branch,Delivery Branch,Card Rate
SALEM,SELAQUI,11.35
SALEM,TRANSPORT NAGAR JAIPUR,9.55
SALEM,NALAGARH,11.7
SALEM,KALA-AMB,12.25
SALEM,JAMMU,15.55
SALEM,JALGAON,10.45
TIRUPUR,PARWANOO,13.8
TIRUPUR,RUDRAPUR,12.6
TIRUPUR,KANJIKODE,6.2
TIRUPUR,KAKINADA,7.5
TIRUPUR,SELAQUI,12.9
TIRUPUR,TRANSPORT NAGAR JAIPUR,12.6
TIRUPUR,NALAGARH,13.2
TIRUPUR,KALA-AMB,13.8
TIRUPUR,JAMMU,16.8
TIRUPUR,JALGAON,12
CALICUT,PARWANOO,15
CALICUT,RUDRAPUR,13.45
CALICUT,KANJIKODE,7.5
CALICUT,KAKINADA,8.65
CALICUT,SELAQUI,14.1
CALICUT,TRANSPORT NAGAR JAIPUR,13.45
CALICUT,NALAGARH,14.1
CALICUT,KALA-AMB,14.7
CALICUT,JAMMU,18.6
CALICUT,JALGAON,12.9
TRICHUR,PARWANOO,14.1
TRICHUR,RUDRAPUR,12.6
TRICHUR,KANJIKODE,6.45
TRICHUR,KAKINADA,7.8
TRICHUR,SELAQUI,12.9
TRICHUR,TRANSPORT NAGAR JAIPUR,12.9
TRICHUR,NALAGARH,13.2
TRICHUR,KALA-AMB,13.8
TRICHUR,JAMMU,17.15
TRICHUR,JALGAON,12
KARUR,SILVASSA,8.6
KARUR,DODDABALLAPUR - BNG,4.1
KARUR,BOLLARAM,7.8
KARUR,JEEDIMETLA,7.5
KARUR,RANIPET,5.6
KARUR,AGRA,12.25
KARUR,PARWANOO,13.45
KARUR,AMRITSAR,13.45
KARUR,RUDRAPUR,12.25
KARUR,MANESAR,10.45
KARUR,UDUPI,5.85
KARUR,KANJIKODE,5.85
KARUR,MEERUT,12.6
KARUR,ASLALI BRANCH,6.95
KARUR,KOLKATA-SOUTH,12
KARUR,KOLKATA-CENTRAL,11.7
KARUR,BELLARY,8.1
KARUR,RUDANAGAR BRANCH,7.65
KARUR,ROORKEE,11.7
KARUR,MANJUSAR,6.7
KARUR,KAKINADA,7.05
KARUR,BHIWADI - RAJASTHAN,10.75
KARUR,VAVDI-RAJKOT,8.3
KARUR,SELAQUI,12.6
KARUR,KANPUR,11.35
KARUR,TRANSPORT NAGAR JAIPUR,8.05
KARUR,PORBANDAR,9.2
KARUR,GREATER NOIDA,11
KARUR,NALAGARH,12.9
KARUR,RANJANGAON,8.3
KARUR,SHIRVAL,8.6
KARUR,KALA-AMB,13.45
KARUR,JAMMU,16.5
KARUR,GONDAL,8.85
KARUR,JALGAON,11.7
KOTTAYAM,SILVASSA,9.85
KOTTAYAM,DODDABALLAPUR - BNG,5.3
KOTTAYAM,BOLLARAM,8.9
KOTTAYAM,JEEDIMETLA,8.65
KOTTAYAM,RANIPET,6.8
KOTTAYAM,AGRA,13.2
KOTTAYAM,PARWANOO,14.7
KOTTAYAM,AMRITSAR,14.4
KOTTAYAM,RUDRAPUR,13.2
KOTTAYAM,MANESAR,11.7
KOTTAYAM,UDUPI,7.05
KOTTAYAM,KANJIKODE,7.05
KOTTAYAM,MEERUT,13.8
KOTTAYAM,ASLALI BRANCH,8.3
KOTTAYAM,KOLKATA-SOUTH,13.15
KOTTAYAM,KOLKATA-CENTRAL,12.55
KOTTAYAM,BELLARY,8.9
KOTTAYAM,RUDANAGAR BRANCH,8.85
KOTTAYAM,ROORKEE,12.9
KOTTAYAM,MANJUSAR,8.05
KOTTAYAM,KAKINADA,8.35
KOTTAYAM,BHIWADI - RAJASTHAN,12
KOTTAYAM,VAVDI-RAJKOT,9.55
KOTTAYAM,SELAQUI,13.8
KOTTAYAM,KANPUR,12.25
KOTTAYAM,TRANSPORT NAGAR JAIPUR,13.45
KOTTAYAM,PORBANDAR,10.45
KOTTAYAM,GREATER NOIDA,12.25
KOTTAYAM,NALAGARH,13.8
KOTTAYAM,RANJANGAON,9.55
KOTTAYAM,SHIRVAL,9.55
KOTTAYAM,KALA-AMB,14.4
KOTTAYAM,JAMMU,17.7
KOTTAYAM,GONDAL,9.85
KOTTAYAM,JALGAON,12.6
KANJIKODE,SILVASSA,8.6
KANJIKODE,DODDABALLAPUR - BNG,4.1
KANJIKODE,BOLLARAM,7.8
KANJIKODE,JEEDIMETLA,7.5
KANJIKODE,RANIPET,5.6
KANJIKODE,AGRA,12
KANJIKODE,PARWANOO,13.45
KANJIKODE,AMRITSAR,13.45
KANJIKODE,RUDRAPUR,12
KANJIKODE,MANESAR,10.45
KANJIKODE,UDUPI,5.85
KANJIKODE,KANJIKODE,5.85
KANJIKODE,MEERUT,12.6
KANJIKODE,ASLALI BRANCH,6.95
KANJIKODE,KOLKATA-SOUTH,12
KANJIKODE,KOLKATA-CENTRAL,11.4
KANJIKODE,BELLARY,7.8
KANJIKODE,RUDANAGAR BRANCH,7.65
KANJIKODE,ROORKEE,11.7
KANJIKODE,MANJUSAR,6.7
KANJIKODE,KAKINADA,7.05
KANJIKODE,BHIWADI - RAJASTHAN,10.75
KANJIKODE,VAVDI-RAJKOT,8.3
KANJIKODE,SELAQUI,12.6
KANJIKODE,KANPUR,11.35
KANJIKODE,TRANSPORT NAGAR JAIPUR,12.9
KANJIKODE,PORBANDAR,9.2
KANJIKODE,GREATER NOIDA,11
KANJIKODE,NALAGARH,12.6
KANJIKODE,RANJANGAON,8.3
KANJIKODE,SHIRVAL,8.6
KANJIKODE,KALA-AMB,13.45
KANJIKODE,JAMMU,16.5
KANJIKODE,GONDAL,8.6
KANJIKODE,JALGAON,11.35
RANIPET,SILVASSA,8.6
RANIPET,DODDABALLAPUR - BNG,5.3
RANIPET,BOLLARAM,5.85
RANIPET,RANIPET,3.85
RANIPET,AGRA,11.7
RANIPET,PARWANOO,14.1
RANIPET,AMRITSAR,15.6
RANIPET,RUDRAPUR,12.9
RANIPET,MANESAR,11.35
RANIPET,UDUPI,7.05
RANIPET,KANJIKODE,8.65
RANIPET,MEERUT,12.9
RANIPET,KOLKATA-SOUTH,12.25
RANIPET,KOLKATA-CENTRAL,12
RANIPET,BELLARY,7.05
RANIPET,RUDANAGAR BRANCH,9.55
RANIPET,ROORKEE,12.25
RANIPET,KAKINADA,6.8
RANIPET,BHIWADI - RAJASTHAN,11.35
RANIPET,VAVDI-RAJKOT,9.85
RANIPET,SELAQUI,12.9
RANIPET,KANPUR,15
RANIPET,TRANSPORT NAGAR JAIPUR,7.4
RANIPET,PORBANDAR,10.75
RANIPET,GREATER NOIDA,11.7
RANIPET,NALAGARH,13.45
RANIPET,RANJANGAON,8.05
RANIPET,SHIRVAL,8.3
RANIPET,KALA-AMB,13.8
RANIPET,JAMMU,17.15
RANIPET,GONDAL,10.2
RANIPET,JALGAON,11.35
PONDICHERRY,SILVASSA,8.05
PONDICHERRY,DODDABALLAPUR - BNG,4.7
PONDICHERRY,BOLLARAM,5.3
PONDICHERRY,JEEDIMETLA,5
PONDICHERRY,RANIPET,3.25
PONDICHERRY,AGRA,11
PONDICHERRY,PARWANOO,13.45
PONDICHERRY,AMRITSAR,15
PONDICHERRY,RUDRAPUR,12.25
PONDICHERRY,MANESAR,10.75
PONDICHERRY,UDUPI,6.45
PONDICHERRY,KANJIKODE,8.1
PONDICHERRY,MEERUT,12.25
PONDICHERRY,ASLALI BRANCH,8.05
PONDICHERRY,KOLKATA-SOUTH,11.7
PONDICHERRY,KOLKATA-CENTRAL,11.4
PONDICHERRY,BELLARY,6.45
PONDICHERRY,ROORKEE,11.7
PONDICHERRY,MANJUSAR,7.65
PONDICHERRY,KAKINADA,6.2
PONDICHERRY,BHIWADI - RAJASTHAN,10.75
PONDICHERRY,SELAQUI,12.25
PONDICHERRY,KANPUR,14.4
PONDICHERRY,TRANSPORT NAGAR JAIPUR,7.4
PONDICHERRY,GREATER NOIDA,11
PONDICHERRY,NALAGARH,12.9
PONDICHERRY,RANJANGAON,7.4
PONDICHERRY,SHIRVAL,7.65
PONDICHERRY,KALA-AMB,13.2
PONDICHERRY,JAMMU,16.5
PONDICHERRY,GONDAL,9.55
PONDICHERRY,JALGAON,10.75
BHIWANDI,GANDHIDHAM CITY,4.45
BHIWANDI,KANPUR,8.3
ANDHERI,SILVASSA,2.25
ANDHERI,GANDHIDHAM CITY,4.45
ANDHERI,PERUNGUDI,9.85
RABALE,SILVASSA,2.4
RABALE,GANDHIDHAM CITY,4.1
RABALE,PERUNGUDI,9.85
RABALE,AMRITSAR,11
RABALE,JALGAON,5.85
VASHI,SILVASSA,2.4
VASHI,AMRITSAR,11
VASHI,KALA-AMB,10.2
VASHI,JAMMU,13.2
VASHI,JALGAON,5.85
KALAMBOLI,SILVASSA,2.45
KALAMBOLI,GANDHIDHAM CITY,4.7
KALAMBOLI,PERUNGUDI,10.45
KALAMBOLI,JALGAON,6.2
BOISAR,SILVASSA,1.65
BOISAR,GANDHIDHAM CITY,3.85
BOISAR,JALGAON,6.45
VASAI EAST,SILVASSA,2.35
VASAI EAST,JALGAON,6.2
MUMBAI,SILVASSA,2.25
MUMBAI,GANDHIDHAM CITY,4.45
MUMBAI,JALGAON,6.45
MUMBAI,PERUNGUDI,9.85
DRONAGIRI,JALGAON,6.8
SAKINAKA,SILVASSA,2.25
SAKINAKA,JALGAON,6.45
DOMBIVLI,JALGAON,5.85
AMBERNATH,JALGAON,6.2
THANA,JALGAON,6.8
GOREGOAN,JALGAON,6.45
KHOPOLI,GOLDEN BRANCH,4.7
KHOPOLI,GANDHIDHAM CITY,5
KHOPOLI,JALGAON,5.85
KHOPOLI,PERUNGUDI,10.2
KHOPOLI,ALLEPPEY,11
BALANAGAR,SRIPERUMBUDUR,5.9
BALANAGAR,BELLARY,7.9
BALANAGAR,RUDANAGAR BRANCH,5.6
BALANAGAR,MANJUSAR,5.3
BALANAGAR,BHIWADI - RAJASTHAN,7.9
BALANAGAR,VAVDI-RAJKOT,6.3
BALANAGAR,SELAQUI,9.85
BALANAGAR,KANPUR,9.75
BALANAGAR,TRANSPORT NAGAR JAIPUR,9.8
BALANAGAR,PORBANDAR,7.05
BALANAGAR,COIMBATORE BRANCH,7.8
BALANAGAR,GREATER NOIDA,8.5
BALANAGAR,NALAGARH,9.95
BALANAGAR,RANJANGAON,5.65
BALANAGAR,SHIRVAL,5.6
BALANAGAR,KALA-AMB,10.25
BALANAGAR,MARAIMALAI NAGAR - CHE,6.5
BALANAGAR,JAMMU,13.75
BALANAGAR,GONDAL,6.6
BALANAGAR,JALGAON,8.15
KAKINADA,SRIPERUMBUDUR,9.9
KAKINADA,BELLARY,11.7
KAKINADA,RUDANAGAR BRANCH,9.55
KAKINADA,MANJUSAR,9.2
KAKINADA,BHIWADI - RAJASTHAN,11.7
KAKINADA,VAVDI-RAJKOT,10.25
KAKINADA,SELAQUI,13.65
KAKINADA,KANPUR,13.5
KAKINADA,TRANSPORT NAGAR JAIPUR,13.55
KAKINADA,PORBANDAR,11
KAKINADA,COIMBATORE BRANCH,11.65
KAKINADA,GREATER NOIDA,12.3
KAKINADA,NALAGARH,13.8
KAKINADA,RANJANGAON,9.65
KAKINADA,SHIRVAL,9.55
KAKINADA,KALA-AMB,14.05
KAKINADA,MARAIMALAI NAGAR - CHE,10.45
KAKINADA,JAMMU,16.95
KAKINADA,GONDAL,10.55
KAKINADA,JALGAON,12
HUBSIGUDA,SRIPERUMBUDUR,6.3
HUBSIGUDA,BELLARY,8.2
HUBSIGUDA,RUDANAGAR BRANCH,5.9
HUBSIGUDA,MANJUSAR,5.65
HUBSIGUDA,BHIWADI - RAJASTHAN,8.2
HUBSIGUDA,VAVDI-RAJKOT,6.6
HUBSIGUDA,SELAQUI,10.2
HUBSIGUDA,KANPUR,10.05
HUBSIGUDA,TRANSPORT NAGAR JAIPUR,10.1
HUBSIGUDA,PORBANDAR,7.55
