Bkg Branch,Delivery Branch,Card Rate
ASLALI BRANCH,ASLALI BRANCH,1.00
ASLALI BRANCH,GOBLEJ BKG & DLY,1.00
ASLALI BRANCH,KATHWADA,1.10
ASLALI BRANCH,KUBADTHAL FR,1.15
ASLALI BRANCH,NADIAD,1.15
ASLALI BRANCH,NARODA,1.10
ASLALI BRANCH,NAROL,1.05
ASLALI BRANCH,ODHAV,1.10
ASLALI BRANCH,RAKHIAL,1.05
ASLALI BRANCH,SARANGPUR,1.10
ASLALI BRANCH,VATVA,1.10
ASLALI BRANCH,CHANGODAR,1.10
ASLALI BRANCH,CHHATRAL (N.G.),1.15
ASLALI BRANCH,DHOLKA,1.05
ASLALI BRANCH,GANDHINAGAR,1.30
ASLALI BRANCH,HIMATNAGAR,1.35
ASLALI BRANCH,KALOL (N.G.),1.10
ASLALI BRANCH,MEHSANA (N.G.),1.30
ASLALI BRANCH,PALANPUR,1.65
ASLALI BRANCH,SANAND,1.25
ASLALI BRANCH,SANTEJ,1.25
ASLALI BRANCH,SARKHEJ,1.05
ASLALI BRANCH,SIDHPUR,1.60
ASLALI BRANCH,SURENDRANAGAR,1.45
ASLALI BRANCH,ABU ROAD,1.95
ASLALI BRANCH,BHILWARA FR,2.75
ASLALI BRANCH,CHITTORGARH  FR,2.90
ASLALI BRANCH,JODHPUR,2.95
ASLALI BRANCH,KOTA (RAJASTAN) FR,2.40
ASLALI BRANCH,PALI,2.65
ASLALI BRANCH,UDAIPUR,2.40
BAKROL FR,ASLALI BRANCH,1.25
BAKROL FR,GOBLEJ BKG & DLY,2.05
BAKROL FR,KATHWADA,1.60
BAKROL FR,KUBADTHAL FR,2.05
BAKROL FR,NADIAD,1.70
BAKROL FR,NARODA,1.45
BAKROL FR,NAROL,1.25
BAKROL FR,ODHAV,1.45
BAKROL FR,RAKHIAL,1.45
BAKROL FR,SARANGPUR,1.60
BAKROL FR,VATVA,1.25
BAKROL FR,CHANGODAR,1.45
BAKROL FR,CHHATRAL (N.G.),1.35
BAKROL FR,DHOLKA,1.60
BAKROL FR,GANDHINAGAR,1.45
BAKROL FR,HIMATNAGAR,1.60
BAKROL FR,KALOL (N.G.),1.90
BAKROL FR,MEHSANA (N.G.),1.90
BAKROL FR,PALANPUR,2.30
BAKROL FR,SANAND,1.70
BAKROL FR,SANTEJ,1.35
BAKROL FR,SARKHEJ,1.60
BAKROL FR,SIDHPUR,2.20
BAKROL FR,SURENDRANAGAR,1.90
BAKROL FR,ABU ROAD,2.50
BAKROL FR,BHILWARA FR,4.45
BAKROL FR,CHITTORGARH  FR,5.05
BAKROL FR,JODHPUR,3.60
BAKROL FR,KOTA (RAJASTAN) FR,5.10
BAKROL FR,PALI,3.10
BAKROL FR,UDAIPUR,2.90
GOBLEJ BKG & DLY,ASLALI BRANCH,1.00
GOBLEJ BKG & DLY,KATHWADA,1.05
GOBLEJ BKG & DLY,KUBADTHAL FR,1.15
GOBLEJ BKG & DLY,NADIAD,1.15
GOBLEJ BKG & DLY,NARODA,1.10
GOBLEJ BKG & DLY,NAROL,1.05
GOBLEJ BKG & DLY,ODHAV,1.10
GOBLEJ BKG & DLY,RAKHIAL,1.05
GOBLEJ BKG & DLY,SARANGPUR,1.10
GOBLEJ BKG & DLY,VATVA,1.10
GOBLEJ BKG & DLY,CHANGODAR,1.10
GOBLEJ BKG & DLY,CHHATRAL (N.G.),1.15
GOBLEJ BKG & DLY,DHOLKA,1.05
GOBLEJ BKG & DLY,GANDHINAGAR,1.30
GOBLEJ BKG & DLY,HIMATNAGAR,1.35
GOBLEJ BKG & DLY,KALOL (N.G.),1.10
GOBLEJ BKG & DLY,MEHSANA (N.G.),1.30
GOBLEJ BKG & DLY,PALANPUR,1.65
GOBLEJ BKG & DLY,SANAND,1.25
GOBLEJ BKG & DLY,SANTEJ,1.25
GOBLEJ BKG & DLY,SARKHEJ,1.05
GOBLEJ BKG & DLY,SIDHPUR,1.60
GOBLEJ BKG & DLY,SURENDRANAGAR,1.45
GOBLEJ BKG & DLY,ABU ROAD,1.85
GOBLEJ BKG & DLY,BHILWARA FR,2.50
GOBLEJ BKG & DLY,CHITTORGARH  FR,2.75
GOBLEJ BKG & DLY,JODHPUR,2.85
GOBLEJ BKG & DLY,KOTA (RAJASTAN) FR,2.25
GOBLEJ BKG & DLY,PALI,2.60
GOBLEJ BKG & DLY,UDAIPUR,2.25
KATHWADA,ASLALI BRANCH,1.00
KATHWADA,GOBLEJ BKG & DLY,1.00
KATHWADA,KATHWADA,1.05
KATHWADA,KUBADTHAL FR,1.15
KATHWADA,NADIAD,1.15
KATHWADA,NARODA,1.10
KATHWADA,NAROL,1.05
KATHWADA,ODHAV,1.10
KATHWADA,RAKHIAL,1.05
KATHWADA,SARANGPUR,1.10
KATHWADA,VATVA,1.10
KATHWADA,CHANGODAR,1.10
KATHWADA,CHHATRAL (N.G.),1.15
KATHWADA,DHOLKA,1.05
KATHWADA,GANDHINAGAR,1.30
KATHWADA,HIMATNAGAR,1.35
KATHWADA,KALOL (N.G.),1.10
KATHWADA,MEHSANA (N.G.),1.30
KATHWADA,PALANPUR,1.65
KATHWADA,SANAND,1.25
KATHWADA,SANTEJ,1.25
KATHWADA,SARKHEJ,1.05
KATHWADA,SIDHPUR,1.60
KATHWADA,SURENDRANAGAR,1.45
KATHWADA,ABU ROAD,1.85
KATHWADA,BHILWARA FR,2.50
KATHWADA,CHITTORGARH  FR,2.75
KATHWADA,JODHPUR,2.85
KATHWADA,KOTA (RAJASTAN) FR,2.25
KATHWADA,PALI,2.60
KATHWADA,UDAIPUR,2.25
KUBADTHAL FR,ASLALI BRANCH,1.45
KUBADTHAL FR,GOBLEJ BKG & DLY,2.25
KUBADTHAL FR,KATHWADA,1.80
KUBADTHAL FR,KUBADTHAL FR,2.25
KUBADTHAL FR,NADIAD,1.90
KUBADTHAL FR,NARODA,1.65
KUBADTHAL FR,NAROL,1.45
KUBADTHAL FR,ODHAV,1.65
KUBADTHAL FR,RAKHIAL,1.65
KUBADTHAL FR,SARANGPUR,1.80
KUBADTHAL FR,VATVA,1.45
KUBADTHAL FR,CHANGODAR,1.65
KUBADTHAL FR,CHHATRAL (N.G.),1.55
KUBADTHAL FR,DHOLKA,1.80
KUBADTHAL FR,GANDHINAGAR,1.65
KUBADTHAL FR,HIMATNAGAR,1.80
KUBADTHAL FR,KALOL (N.G.),2.10
KUBADTHAL FR,MEHSANA (N.G.),2.10
KUBADTHAL FR,PALANPUR,2.50
KUBADTHAL FR,SANAND,1.90
KUBADTHAL FR,SANTEJ,1.55
KUBADTHAL FR,SARKHEJ,1.80
KUBADTHAL FR,SIDHPUR,2.40
KUBADTHAL FR,SURENDRANAGAR,2.10
KUBADTHAL FR,ABU ROAD,2.75
KUBADTHAL FR,BHILWARA FR,4.65
KUBADTHAL FR,CHITTORGARH  FR,5.30
KUBADTHAL FR,JODHPUR,3.80
KUBADTHAL FR,KOTA (RAJASTAN) FR,5.35
KUBADTHAL FR,PALI,3.35
KUBADTHAL FR,UDAIPUR,3.10
NADIAD,ASLALI BRANCH,1.50
NADIAD,GOBLEJ BKG & DLY,1.95
NADIAD,KATHWADA,1.80
NADIAD,KUBADTHAL FR,2.25
NADIAD,NADIAD,1.95
NADIAD,NARODA,1.70
NADIAD,NAROL,1.50
NADIAD,ODHAV,1.70
NADIAD,RAKHIAL,1.70
NADIAD,SARANGPUR,1.80
NADIAD,VATVA,1.50
NADIAD,CHANGODAR,1.70
NADIAD,CHHATRAL (N.G.),1.60
NADIAD,DHOLKA,1.80
NADIAD,GANDHINAGAR,1.70
NADIAD,HIMATNAGAR,1.80
NADIAD,KALOL (N.G.),2.20
NADIAD,MEHSANA (N.G.),2.20
NADIAD,PALANPUR,2.80
NADIAD,SANAND,1.95
NADIAD,SANTEJ,1.60
NADIAD,SARKHEJ,1.80
NADIAD,SIDHPUR,2.40
NADIAD,SURENDRANAGAR,2.20
NADIAD,ABU ROAD,2.80
NADIAD,BHILWARA FR,4.75
NADIAD,CHITTORGARH  FR,5.20
NADIAD,JODHPUR,4.10
NADIAD,KOTA (RAJASTAN) FR,5.30
NADIAD,PALI,3.85
NADIAD,UDAIPUR,3.25
NANA CHILODA FR,ASLALI BRANCH,1.30
NANA CHILODA FR,GOBLEJ BKG & DLY,2.15
NANA CHILODA FR,KATHWADA,1.65
NANA CHILODA FR,KUBADTHAL FR,2.10
NANA CHILODA FR,NADIAD,1.75
NANA CHILODA FR,NARODA,1.50
NANA CHILODA FR,NAROL,1.30
NANA CHILODA FR,ODHAV,1.50
NANA CHILODA FR,RAKHIAL,1.50
NANA CHILODA FR,SARANGPUR,1.65
NANA CHILODA FR,VATVA,1.30
NANA CHILODA FR,CHANGODAR,1.50
NANA CHILODA FR,CHHATRAL (N.G.),1.40
NANA CHILODA FR,DHOLKA,1.65
NANA CHILODA FR,GANDHINAGAR,1.50
NANA CHILODA FR,HIMATNAGAR,1.65
NANA CHILODA FR,KALOL (N.G.),1.95
NANA CHILODA FR,MEHSANA (N.G.),1.95
NANA CHILODA FR,PALANPUR,2.35
NANA CHILODA FR,SANAND,1.75
NANA CHILODA FR,SANTEJ,1.40
NANA CHILODA FR,SARKHEJ,1.65
NANA CHILODA FR,SIDHPUR,2.25
NANA CHILODA FR,SURENDRANAGAR,1.95
NANA CHILODA FR,ABU ROAD,2.55
NANA CHILODA FR,BHILWARA FR,4.45
NANA CHILODA FR,CHITTORGARH  FR,5.05
NANA CHILODA FR,JODHPUR,3.95
NANA CHILODA FR,KOTA (RAJASTAN) FR,5.10
NANA CHILODA FR,PALI,3.35
NANA CHILODA FR,UDAIPUR,2.90
NARODA,ASLALI BRANCH,1.20
NARODA,GOBLEJ BKG & DLY,2.05
NARODA,KATHWADA,1.55
NARODA,KUBADTHAL FR,2.00
NARODA,NADIAD,1.65
NARODA,NARODA,1.40
NARODA,NAROL,1.20
NARODA,ODHAV,1.40
NARODA,RAKHIAL,1.40
NARODA,SARANGPUR,1.55
NARODA,VATVA,1.20
NARODA,CHANGODAR,1.40
NARODA,CHHATRAL (N.G.),1.30
NARODA,DHOLKA,1.55
NARODA,GANDHINAGAR,1.40
NARODA,HIMATNAGAR,1.55
NARODA,KALOL (N.G.),1.85
NARODA,MEHSANA (N.G.),1.85
NARODA,PALANPUR,2.25
NARODA,SANAND,1.65
NARODA,SANTEJ,1.30
NARODA,SARKHEJ,1.55
NARODA,SIDHPUR,2.15
NARODA,SURENDRANAGAR,1.85
NARODA,ABU ROAD,2.45
NARODA,BHILWARA FR,4.35
NARODA,CHITTORGARH  FR,4.95
NARODA,JODHPUR,3.85
NARODA,KOTA (RAJASTAN) FR,5.00
NARODA,PALI,3.25
NARODA,UDAIPUR,2.80
NAROL,ASLALI BRANCH,1.15
NAROL,GOBLEJ BKG & DLY,1.95
NAROL,KATHWADA,1.50
NAROL,KUBADTHAL FR,1.95
NAROL,NADIAD,1.60
NAROL,NARODA,1.35
NAROL,NAROL,1.15
NAROL,ODHAV,1.35
