Bkg Branch,Delivery Branch,Card Rate
KANAKAPURA ROAD - BNG,AJMER,15.4
KANAKAPURA ROAD - BNG,JODHPUR,12.1
KANAKAPURA ROAD - BNG,UDAIPUR,9.8
KANAKAPURA ROAD - BNG,DAPODA,7.15
KANAKAPURA ROAD - BNG,PIPAVAV,9.85
KANAKAPURA ROAD - BNG,BAREILLY,13
KANAKAPURA ROAD - BNG,KARNAL,10.6
KANAKAPURA ROAD - BNG,NEEMRANA,10
KANAKAPURA ROAD - BNG,BAHADURPALLY BOOKING,5.15
KANAKAPURA ROAD - BNG,HYDERABAD CENTRAL CELL,6.45
KANAKAPURA ROAD - BNG,RANEBENNUR,3.35
KANAKAPURA ROAD - BNG,ROHTAK,10.2
KANAKAPURA ROAD - BNG,PATIALA,12.65
KANAKAPURA ROAD - BNG,ALWAR,10.3
KANAKAPURA ROAD - BNG,BUTIBORI,9.15
KANAKAPURA ROAD - BNG,UJJAIN,5.8
KANAKAPURA ROAD - BNG,NAGPUR WADDHAMNA,7.5
KANAKAPURA ROAD - BNG,SINHAGAD ROAD,5.35
KANAKAPURA ROAD - BNG,KANAKAPURA ROAD - BNG,1.8
KANAKAPURA ROAD - BNG,NAMAKKAL,6.35
KANAKAPURA ROAD - BNG,DINDIGUL,6.35
KANAKAPURA ROAD - BNG,PANCHKULA BRANCH,10.05
DEEPANJALI NAGAR,MUMBAI,8.2
DEEPANJALI NAGAR,ANDHERI,9.4
DEEPANJALI NAGAR,VASAI EAST,7
DEEPANJALI NAGAR,BHANDUP,7.9
DEEPANJALI NAGAR,GOREGOAN,7.6
DEEPANJALI NAGAR,NAROL,5.8
DEEPANJALI NAGAR,VATVA,5.8
DEEPANJALI NAGAR,BOISAR,6.7
DEEPANJALI NAGAR,ODHAV,5.9
DEEPANJALI NAGAR,RAKHIAL,5.85
DEEPANJALI NAGAR,NARODA,5.9
DEEPANJALI NAGAR,SARANGPUR,6.05
DEEPANJALI NAGAR,GANDHINAGAR,6.3
DEEPANJALI NAGAR,KALAMBOLI,7.8
DEEPANJALI NAGAR,THANA,7.6
DEEPANJALI NAGAR,HIMATNAGAR,7.75
DEEPANJALI NAGAR,KHOPOLI,7.6
DEEPANJALI NAGAR,NADIAD,7.4
DEEPANJALI NAGAR,AMBERNATH,9.1
DEEPANJALI NAGAR,KATHWADA,7.15
DEEPANJALI NAGAR,DRONAGIRI,9.9
DEEPANJALI NAGAR,SARKHEJ,6.15
DEEPANJALI NAGAR,CHANGODAR,5.9
DEEPANJALI NAGAR,SANTEJ,6.15
DEEPANJALI NAGAR,DOMBIVLI,9.1
DEEPANJALI NAGAR,SANAND,6.2
DEEPANJALI NAGAR,CHHATRAL (N.G.),6.05
DEEPANJALI NAGAR,KALOL (N.G.),7.1
DEEPANJALI NAGAR,SIDHPUR,8.7
DEEPANJALI NAGAR,PALANPUR,8.75
DEEPANJALI NAGAR,SURENDRANAGAR,7.8
DEEPANJALI NAGAR,SOLAPUR,8.5
DEEPANJALI NAGAR,GOLDEN BRANCH,6.4
DEEPANJALI NAGAR,BARODA - KARELIBAUG,6.3
DEEPANJALI NAGAR,NAGPUR (WADI),8.5
DEEPANJALI NAGAR,MAKARPURA,6.4
