Bkg Branch,Delivery Branch,Card Rate
RANEBENNUR,JEEDIMETLA,9.55
RANEBENNUR,KARIMNAGAR,11.70
RANEBENNUR,KHAMMAM,11.70
RANEBENNUR,KOTHUR,11.70
RANEBENNUR,KURNOOL,11.70
RANEBENNUR,NIZAMABAD,12.00
RANEBENNUR,PATANCHERU,9.85
RANEBENNUR,SECUNDERABAD,9.85
RANEBENNUR,WARANGAL,11.35
RANEBENNUR,BARODA - KARELIBAUG,9.55
RANEBENNUR,DASHRATH,8.60
RANEBENNUR,GODHRA PANCHMAHAL,9.55
RANEBENNUR,HALOL (GIDC),9.55
RANEBENNUR,JAROD,9.55
RANEBENNUR,MAKARPURA,9.55
RANEBENNUR,MANJUSAR,9.20
RANEBENNUR,NANDESARI,9.55
RANEBENNUR,PADRA (DHABASA),9.20
RANEBENNUR,POR,9.55
RANEBENNUR,V V NAGAR,9.55
RANEBENNUR,WAGHODIA,9.55
RANEBENNUR,AMBATTUR-CHENNAI,8.30
RANEBENNUR,BROADWAY - CHENNAI,8.60
RANEBENNUR,CUDDAPAH,7.40
RANEBENNUR,GUINDY-CHENNAI,8.30
RANEBENNUR,GUMMIDIPOONDI - CHENNAI,8.85
RANEBENNUR,NELLORE,12.25
RANEBENNUR,PALLAVARAM - CHENNAI,4.65
RANEBENNUR,PARIVAKKAM-CHENNAI,7.40
RANEBENNUR,REDHILLS - CHENNAI,9.20
RANEBENNUR,SRICITY - TADA,9.65
RANEBENNUR,THIRUVALLUR - CHE,8.10
RANEBENNUR,TIRUPATHI,7.65
RANEBENNUR,AMBUR,8.30
RANEBENNUR,CHITTOOR,7.65
RANEBENNUR,CUDDALORE,8.85
RANEBENNUR,KELAMBAKKAM,4.85
RANEBENNUR,MARAIMALAI NAGAR - CHE,9.20
RANEBENNUR,ORAGADAM-CHE,9.20
RANEBENNUR,PANRUTI,5.20
RANEBENNUR,PERUNGUDI,8.30
RANEBENNUR,PONDICHERRY,7.40
RANEBENNUR,RANIPET,6.95
RANEBENNUR,SRIPERUMBUDUR,8.60
RANEBENNUR,THIRUVNNAMALAI,6.35
RANEBENNUR,VILLUPURAM,8.85
RANEBENNUR,BARGUR,10.75
RANEBENNUR,COIMBATORE BRANCH,7.65
RANEBENNUR,DHARMAPURI,8.10
RANEBENNUR,ERODE,8.05
RANEBENNUR,KANJIKODE,10.75
RANEBENNUR,KARUR,10.75
RANEBENNUR,KOMARAPALAYAM,8.05
RANEBENNUR,KOVILPATTI,10.75
RANEBENNUR,KUMBAKONAM,10.75
RANEBENNUR,METTUR DAM,8.30
RANEBENNUR,NAMAKKAL,7.70
RANEBENNUR,NEELAMBUR,7.65
RANEBENNUR,PERUNDURAI SIPCOT,10.45
RANEBENNUR,POLLACHI,6.35
RANEBENNUR,PUDUKKOTTAI,10.45
RANEBENNUR,SALEM,6.70
RANEBENNUR,THANJAVUR,10.20
RANEBENNUR,TIRUCHENGODE,8.05
RANEBENNUR,TIRUPUR,10.45
RANEBENNUR,TRICHY,8.30
RANEBENNUR,UDUMALPET,10.75
RANEBENNUR,ALLEPPEY,11.35
RANEBENNUR,CALICUT,14.40
RANEBENNUR,COCHIN (ERNAKULAM),9.20
RANEBENNUR,KALAMASSERY,9.20
RANEBENNUR,KANNUR,7.90
RANEBENNUR,KOLLAM FR,13.45
RANEBENNUR,KOTTAYAM,10.75
RANEBENNUR,MANJERI,9.20
RANEBENNUR,PERUMBAVOOR,10.00
RANEBENNUR,TRICHUR,11.35
RANEBENNUR,TRIVANDRUM,13.45
RANEBENNUR,DINDIGUL,9.55
RANEBENNUR,MADURAI,8.05
RANEBENNUR,NAGERCOIL,11.00
RANEBENNUR,RAJAPALAYAM,10.45
RANEBENNUR,SIVAKASI,10.20
RANEBENNUR,TIRUNELVELI,10.75
RANEBENNUR,TUTICORIN,10.75
RANEBENNUR,BEGUSARAI,16.05
RANEBENNUR,GAYA,16.05
RANEBENNUR,JAMSHEDPUR,12.80
RANEBENNUR,MUZAFFARPUR,16.05
RANEBENNUR,PATNA,16.05
RANEBENNUR,RANCHI,13.15
RANEBENNUR,RANCHI DELIVERY,13.15
RANEBENNUR,RAXAUL,18.40
RANEBENNUR,GUWAHATI,20.95
RANEBENNUR,JAIGAON - BHUTAN,28.35
RANEBENNUR,SILIGURI,20.15
RANEBENNUR,BALASORE,13.65
RANEBENNUR,BERHAMPUR,14.00
RANEBENNUR,BHUBANESWAR,10.80
RANEBENNUR,CUTTACK,10.80
RANEBENNUR,SAMBALPUR,11.70
RANEBENNUR,ALAMPUR,9.25
RANEBENNUR,BISHNUPUR-KOLKATTA,15.60
RANEBENNUR,BURDWAN,15.30
RANEBENNUR,DANKUNI,14.45
RANEBENNUR,DURGAPUR,14.00
RANEBENNUR,HALDIA,15.30
RANEBENNUR,HOWRAH,13.40
RANEBENNUR,KALYANI,15.90
RANEBENNUR,KHARAGPUR,14.30
RANEBENNUR,KOLKATA (M G ROAD),11.25
RANEBENNUR,KOLKATA(B T ROAD),14.30
RANEBENNUR,KOLKATA-CENTRAL,14.55
RANEBENNUR,KOLKATA-SOUTH,14.90
RANEBENNUR,MALDA,17.75
RANEBENNUR,PETRAPOLE,16.15
RANEBENNUR,SANTIPUR,15.86
RANEBENNUR,CHIKMAGALUR,7.40
RANEBENNUR,DODDABALLAPUR - BNG,5.45
RANEBENNUR,HASSAN,6.95
RANEBENNUR,HINDUPUR,6.35
RANEBENNUR,HOSKOTE,5.75
RANEBENNUR,K R PURAM,5.75
RANEBENNUR,KOLAR,2.40
RANEBENNUR,NELAMANGALA (BKG & DLY),4.55
RANEBENNUR,NELAMANGALA CENTRAL CELL,4.55
RANEBENNUR,PEENYA,5.15
RANEBENNUR,RAJAJINAGAR,5.45
RANEBENNUR,TUMKUR,6.05
RANEBENNUR,TUMKUR INDUSTRIAL AREA,6.05
RANEBENNUR,BIDADI,6.35
RANEBENNUR,BOMMASANDRA,5.75
RANEBENNUR,HAROHALLI - BANGALORE,6.35
RANEBENNUR,HOSUR,5.75
RANEBENNUR,HOSUR INDUSTRIAL AREA,5.45
RANEBENNUR,JIGANI,5.75
RANEBENNUR,KANAKAPURA ROAD - BNG,5.45
RANEBENNUR,LALBAGH ROAD,5.45
RANEBENNUR,SHIVAJINAGAR-BNG,6.00
RANEBENNUR,BAIKAMPADY - MNG,5.15
RANEBENNUR,KARKALA,3.50
RANEBENNUR,KUNDAPUR,3.50
RANEBENNUR,KUSHALNAGAR – KODAGU,8.05
RANEBENNUR,MANDYA,5.75
RANEBENNUR,MANGALORE,5.15
RANEBENNUR,MYSORE,6.35
RANEBENNUR,MYSORE - INDUSTRIAL AREA,3.50
RANEBENNUR,PUTTUR,3.50
RANEBENNUR,RAMANAGARA,5.75
RANEBENNUR,UDUPI,4.80
RANEBENNUR,BAGALAKOTE - NORTH KAR,4.80
RANEBENNUR,BELGAUM,3.90
RANEBENNUR,BELGAUM INDL ESTATE,3.90
RANEBENNUR,BELLARY,4.55
RANEBENNUR,BHATKAL,3.00
RANEBENNUR,BIDAR,6.05
RANEBENNUR,BIJAPUR,5.15
RANEBENNUR,CHITRADURGA,1.40
RANEBENNUR,DAVANAGERE,1.40
RANEBENNUR,GADAG,3.60
RANEBENNUR,GANGAVATI,5.15
RANEBENNUR,GOKAK,5.15
RANEBENNUR,GULBARGA,5.45
RANEBENNUR,HOSPET,4.55
RANEBENNUR,HUBLI – TARIHAL,1.65
RANEBENNUR,HUBLI CITY,3.60
RANEBENNUR,HUBLI INDL AREA,2.90
RANEBENNUR,KARWAR,6.35
RANEBENNUR,KOPPAL,4.55
RANEBENNUR,KUMTA,4.20
RANEBENNUR,MACHHE INDUSTRIAL,3.50
RANEBENNUR,RABAKAVI - BANATTI,5.15
RANEBENNUR,RAICHUR,5.75
RANEBENNUR,RANEBENNUR,4.20
RANEBENNUR,SHIMOGA,5.15
RANEBENNUR,SINDHNOOR,7.40
RANEBENNUR,SIRSI,4.55
RANEBENNUR,AMBERNATH,8.05
RANEBENNUR,DAPODA,8.30
RANEBENNUR,DOMBIVLI,8.05
RANEBENNUR,MURBAD,8.30
RANEBENNUR,THANA,7.65
RANEBENNUR,VASIND,10.30
RANEBENNUR,WADA,8.30
RANEBENNUR,ANDHERI,8.30
RANEBENNUR,BHANDUP,8.30
RANEBENNUR,BOISAR,8.05
RANEBENNUR,DAHANU,9.20
RANEBENNUR,GENESIS,5.20
RANEBENNUR,GOREGOAN,7.65
RANEBENNUR,MIRA ROAD,8.05
RANEBENNUR,MUMBAI,8.30
RANEBENNUR,PALGHAR,8.05
RANEBENNUR,VASAI EAST,8.05
RANEBENNUR,VASAI HIGHWAY,8.05
RANEBENNUR,WADALA - MUMBAI,8.30
RANEBENNUR,DRONAGIRI,8.60
RANEBENNUR,KALAMBOLI,8.05
RANEBENNUR,KHOPOLI,9.20
RANEBENNUR,MAHAPE,8.05
RANEBENNUR,PATALGANGA,8.05
RANEBENNUR,TALOJA,8.05
RANEBENNUR,BHOPAL,12.60
RANEBENNUR,DEWAS (TOWN),12.00
RANEBENNUR,DEWAS NAKA,10.45
RANEBENNUR,INDORE CITY,11.35
RANEBENNUR,LASUDIA,10.45
RANEBENNUR,MANDIDEEP,12.25
RANEBENNUR,PITHAMPUR,11.70
RANEBENNUR,UJJAIN,7.25
RANEBENNUR,AKOLA,12.90
RANEBENNUR,AMRAVATI,12.90
RANEBENNUR,BHANDARA,14.10
RANEBENNUR,BHILAI,13.20
RANEBENNUR,BILASPUR,14.65
RANEBENNUR,BORGAON,14.10
RANEBENNUR,BUTIBORI,12.00
RANEBENNUR,CHANDRAPUR,13.20
RANEBENNUR,CHHINDWARA,14.10
RANEBENNUR,GANDHIBAGH-NGP,13.20
RANEBENNUR,JABALPUR,14.10
RANEBENNUR,KHAMGAON,13.45
RANEBENNUR,MALKAPUR,14.75
RANEBENNUR,NAGPUR (WADI),10.45
RANEBENNUR,NAGPUR CITY,12.60
RANEBENNUR,NAGPUR CIY FR,12.60
RANEBENNUR,NAGPUR KAPSI,12.60
RANEBENNUR,NAGPUR WADDHAMNA,10.45
RANEBENNUR,RAIPUR,12.90
RANEBENNUR,ALIPUR BRANCH,12.60
RANEBENNUR,DELHI (RAMA ROAD),12.25
RANEBENNUR,DELHI EAST,12.25
RANEBENNUR,FARIDABAD,12.00
RANEBENNUR,KUNDLI BRANCH,13.20
RANEBENNUR,OKHLA-1,12.25
RANEBENNUR,ROHTAK,12.60
RANEBENNUR,SONEPAT,12.25
RANEBENNUR,TIKRI BORDER,12.60
RANEBENNUR,AJMER,15.90
RANEBENNUR,ALWAR,9.85
RANEBENNUR,BAGRU-JAIPUR,9.85
RANEBENNUR,BAIS GODAM,14.10
RANEBENNUR,BHIWADI - RAJASTHAN,12.00
RANEBENNUR,BIKANER,15.00
RANEBENNUR,DELHI HIGHWAY (JAIPUR) DLY,13.45
RANEBENNUR,DHARUHERA,13.80
RANEBENNUR,GGNDLY,8.15
RANEBENNUR,GURGAON BKG & DLY,12.00
RANEBENNUR,JAIPUR,13.45
RANEBENNUR,JAMALPUR-PATOUDI,12.25
RANEBENNUR,KISHANGARH,15.90
RANEBENNUR,MANESAR,12.25
RANEBENNUR,NEEMRANA,12.25
RANEBENNUR,SITAPURA - JAIPUR,14.40
RANEBENNUR,TRANSPORT NAGAR JAIPUR,7.65
RANEBENNUR,AMBALA CITY,13.80
RANEBENNUR,AMRITSAR,16.20
RANEBENNUR,BADDI (HIMACHAL PRADESH),13.20
RANEBENNUR,HISAR,13.20
RANEBENNUR,JAGADHRI,15.90
RANEBENNUR,JALANDHAR,14.70
RANEBENNUR,JAMMU,18.05
RANEBENNUR,KALA-AMB,14.70
RANEBENNUR,KARNAL,12.90
RANEBENNUR,LUDHIANA,14.10
RANEBENNUR,NALAGARH,14.10
RANEBENNUR,PANCHKULA BRANCH,13.20
RANEBENNUR,PANIPAT,12.90
RANEBENNUR,PARWANOO,14.70
RANEBENNUR,PATIALA,14.70
RANEBENNUR,SOLAN,14.70
RANEBENNUR,SRINAGAR,18.60
RANEBENNUR,ALLAHABAD,16.20
RANEBENNUR,AYODHYA,14.40
RANEBENNUR,BARABANKI,14.40
RANEBENNUR,GHAZIPUR FR,14.40
RANEBENNUR,GORAKHPUR,16.50
RANEBENNUR,JAUNPUR,14.40
RANEBENNUR,KANNAUJ FR,13.45
RANEBENNUR,KANPUR,13.45
RANEBENNUR,LUCKNOW,14.40
RANEBENNUR,SHAHJHANPUR FR,15.00
RANEBENNUR,SITAPUR,15.00
RANEBENNUR,VARANASI,16.60
RANEBENNUR,AGRA,10.45
RANEBENNUR,ALIGARH FR,11.40
RANEBENNUR,FIROZABAD FR,11.40
RANEBENNUR,GAJRAULA,11.65
RANEBENNUR,GHAZIABAD,12.60
RANEBENNUR,GREATER NOIDA,12.60
RANEBENNUR,GWALIOR,12.90
RANEBENNUR,KASNA (GRATER NOIDA),12.60
RANEBENNUR,MATHURA,14.40
RANEBENNUR,MEERUT,13.45
RANEBENNUR,NOIDA,12.60
RANEBENNUR,BAREILLY,15.00
RANEBENNUR,DEHRADUN,13.80
RANEBENNUR,HARIDWAR,13.20
RANEBENNUR,KASHIPUR,13.80
RANEBENNUR,MORADABAD,12.00
RANEBENNUR,ROORKEE,13.20
RANEBENNUR,RUDRAPUR,13.20
RANEBENNUR,SAHARANPUR,15.00
RANEBENNUR,SELAQUI,13.80
RANEBENNUR,SITARGANJ,13.80
RANEBENNUR,ICHALKARANJI,8.60
RANEBENNUR,KAGAL,8.05
RANEBENNUR,KARAD,5.75
RANEBENNUR,KOLHAPUR,4.20
RANEBENNUR,LOTE,8.60
RANEBENNUR,MADGAON,6.05
RANEBENNUR,MAHAD MIDC,8.60
RANEBENNUR,MAPUCA,6.05
RANEBENNUR,PONDA,6.05
RANEBENNUR,RATNAGIRI,12.60
RANEBENNUR,ROHA,8.60
RANEBENNUR,SANGLI,5.75
RANEBENNUR,SATARA,5.75
RANEBENNUR,SHINOLI,6.95
RANEBENNUR,VERNA-GOA,4.55
RANEBENNUR,AHEMADNAGAR,7.40
RANEBENNUR,AURANGABAD (WALUJ) MIDC,8.60
RANEBENNUR,AURANGABAD CITY- CHIKALTHANA,9.55
RANEBENNUR,BEED,10.70
RANEBENNUR,DHULE,12.00
RANEBENNUR,GONDHE,9.20
RANEBENNUR,JALGAON,8.60
RANEBENNUR,JALNA,8.60
RANEBENNUR,LATUR,8.05
RANEBENNUR,MALEGAON,9.55
RANEBENNUR,NANDED,11.20
RANEBENNUR,NASIK,8.05
RANEBENNUR,SINNER,8.05
RANEBENNUR,ALANDI,6.65
RANEBENNUR,CHAKAN CENTRAL CELL,7.40
RANEBENNUR,HINJEWADI,7.40
RANEBENNUR,KHALUMBRE - CHAKAN,7.40
RANEBENNUR,LONAVALA,7.95
RANEBENNUR,NIGDI,6.95
RANEBENNUR,PIRANGUT,6.95
RANEBENNUR,RANJANGAON,7.40
RANEBENNUR,TALEGAON (BKG & DLY),6.95
RANEBENNUR,BARAMATI,9.20
RANEBENNUR,JEJURI,9.20
RANEBENNUR,KHED SHIVAPUR,7.40
RANEBENNUR,KURKUMBH,9.20
RANEBENNUR,PHURSUNGHI,7.40
RANEBENNUR,PHURSUNGI DELIVERY,3.50
RANEBENNUR,PUNE CITY,7.40
RANEBENNUR,SHIRVAL,7.40
RANEBENNUR,SINHAGAD ROAD,7.40
RANEBENNUR,SOLAPUR,8.85
