Country,Region,State,Territory,City
India,South,ANDHRA PRADESH,AP-Territory 1,CHITTOOR
India,South,ANDHRA PRADESH,AP-Territory 1,CUDDAPAH
India,South,ANDHRA PRADESH,AP-Territory 1,ELURU
India,South,ANDHRA PRADESH,AP-Territory 1,VISAKHAPATNAM
India,South,ANDHRA PRADESH,AP-Territory 1,GUDIVADA
India,South,ANDHRA PRADESH,AP-Territory 1,GUNTUR
India,South,ANDHRA PRADESH,AP-Territory 1,KAKINADA
India,South,ANDHRA PRADESH,AP-Territory 1,NELLORE
India,South,ANDHRA PRADESH,AP-Territory 1,ONGOLE
India,South,ANDHRA PRADESH,AP-Territory 1,VISAKHAPATNAM
India,South,ANDHRA PRADESH,AP-Territory 1,RAJHAMUNDRY
India,South,ANDHRA PRADESH,AP-Territory 1,SRIKAKULAM
India,South,ANDHRA PRADESH,AP-Territory 1,TIRUPATHI
India,South,ANDHRA PRADESH,AP-Territory 1,VIJAYWADA
India,South,ANDHRA PRADESH,AP-Territory 1,VIJAYWADA
India,South,ANDHRA PRADESH,AP-Territory 1,VIZIANAGARAM
India,South,ANDHRA PRADESH,AP-Territory 1,ANANTAPURAM
India,South,ANDHRA PRADESH,AP-Territory 1,KURNOOL
India,South,ANDHRA PRADESH,AP-Territory 1,KUPPAM
India,South,ANDHRA PRADESH,AP-Territory 1,HINDUPUR
India,South,ANDHRA PRADESH,AP-Territory 1,TADA
India,East,ASSAM,AS-Territory 1,GUWAHATI
India,East,BIHAR,BI-Territory1,PATNA
India,East,BIHAR,BI-Territory1,RAXAUL
India,Central,CHHATTISGARH,CG-Territory 1,BHILAI
India,Central,CHHATTISGARH,CG-Territory 1,BILASPUR
India,Central,CHHATTISGARH,CG-Territory 1,RAIPUR
India,West,DADRA NAGAR HAVELI,DN-Territory 1,DADRA
India,West,DADRA NAGAR HAVELI,DN-Territory 1,SILVASSA
India,West,DADRA NAGAR HAVELI,DN-Territory 1,SILVASSA
India,West,DADRA NAGAR HAVELI (DAMAN),DN-Territory 1,DAMAN
India,West,DADRA NAGAR HAVELI (DAMAN),DN-Territory 1,DAMAN
India,North,DELHI,DL-Territory 1,DELHI
India,North,DELHI,DL-Territory 1,DELHI
India,North,DELHI,DL-Territory 1,DELHI
India,North,DELHI,DL-Territory 1,NEW DELHI
India,North,DELHI,DL-Territory 1,DELHI
India,North,DELHI,DL-Territory 1,DELHI
India,North,DELHI,DL-Territory 1,NEW DELHI
India,North,DELHI,DL-Territory 1,NEW DELHI
India,North,DELHI,DL-Territory 1,NEW DELHI
India,North,DELHI,DL-Territory 1,DELHI
India,North,DELHI,DL-Territory 1,NEW DELHI
India,North,DELHI,DL-Territory 1,DELHI
India,North,DELHI,DL-Territory 1,NEW DELHI
India,North,DELHI,DL-Territory 1,NEW DELHI
India,North,DELHI,DL-Territory 1,DELHI
India,North,DELHI,DL-Territory 1,DELHI
India,North,DELHI,DL-Territory 1,DELHI
India,North,DELHI,DL-Territory 1,NEW DELHI
India,North,DELHI,DL-Territory 1,DELHI
India,North,DELHI,DL-Territory 1,DELHI
India,North,DELHI,DL-Territory 1,DELHI
India,West,GOA,GO-Territory 1,MADGAON
India,West,GOA,GO-Territory 1,MAPUCA (GOA)
India,West,GOA,GO-Territory 1,PONDA
India,West,GOA,GO-Territory 1,VERNA
India,West,GUJARAT,GJ-Territory 1,AHMEDABAD
India,West,GUJARAT,GJ-Territory 1,AHMEDABAD
India,West,GUJARAT,GJ-Territory 1,AHMEDABAD
India,West,GUJARAT,GJ-Territory 1,AHMEDABAD
India,West,GUJARAT,GJ-Territory 1,AHMEDABAD
India,West,GUJARAT,GJ-Territory 1,AHMEDABAD
India,West,GUJARAT,GJ-Territory 1,NADIAD
India,West,GUJARAT,GJ-Territory 1,AHMEDABAD
India,West,GUJARAT,GJ-Territory 1,AHMEDABAD
India,West,GUJARAT,GJ-Territory 1,AHMEDABAD
India,West,GUJARAT,GJ-Territory 1,AHMEDABAD
India,West,GUJARAT,GJ-Territory 1,AHMEDABAD
India,West,GUJARAT,GJ-Territory 1,AHMEDABAD
India,West,GUJARAT,GJ-Territory 1,AHMEDABAD
India,West,GUJARAT,GJ-Territory 1,CHHATRAL (N.G.)
India,West,GUJARAT,GJ-Territory 1,CHHATRAL (N.G.)
India,West,GUJARAT,GJ-Territory 1,DHOLKA
India,West,GUJARAT,GJ-Territory 1,GANDHINAGAR
India,West,GUJARAT,GJ-Territory 1,CHHATRAL (N.G.)
India,West,GUJARAT,GJ-Territory 1,HIMATNAGAR
India,West,GUJARAT,GJ-Territory 1,KALOL (N.G.)
India,West,GUJARAT,GJ-Territory 1,MAHESANA
India,West,GUJARAT,GJ-Territory 1,PALANPUR
India,West,GUJARAT,GJ-Territory 1,AHMEDABAD
India,West,GUJARAT,GJ-Territory 1,AHMEDABAD
India,West,GUJARAT,GJ-Territory 1,AHMEDABAD
India,West,GUJARAT,GJ-Territory 1,SIDHPUR
India,West,GUJARAT,GJ-Territory 1,SURENDRANAGAR
India,West,GUJARAT,GJ-Territory 1,BARODA
India,West,GUJARAT,GJ-Territory 1,BARODA
India,West,GUJARAT,GJ-Territory 1,BARODA
India,West,GUJARAT,GJ-Territory 1,GODHRA
India,West,GUJARAT,GJ-Territory 1,BARODA
India,West,GUJARAT,GJ-Territory 1,HALOL
India,West,GUJARAT,GJ-Territory 1,BARODA
India,West,GUJARAT,GJ-Territory 1,BARODA
India,West,GUJARAT,GJ-Territory 1,BARODA
India,West,GUJARAT,GJ-Territory 1,BARODA
India,West,GUJARAT,GJ-Territory 1,PADRA
India,West,GUJARAT,GJ-Territory 1,POR
India,West,GUJARAT,GJ-Territory 1,VALLABH VIDYANAGAR
India,West,GUJARAT,GJ-Territory 1,WAGHODIA
India,West,GUJARAT,GJ-Territory 1,BHUJ
India,West,GUJARAT,GJ-Territory 1,GANDHIDHAM
India,West,GUJARAT,GJ-Territory 1,GANDHIDHAM
India,West,GUJARAT,GJ-Territory 1,MANDVI
India,West,GUJARAT,GJ-Territory 1,MUNDRA
India,West,GUJARAT,GJ-Territory 1,RAJKOT
India,West,GUJARAT,GJ-Territory 1,RAJKOT
India,West,GUJARAT,GJ-Territory 1,BHAVNAGAR
India,West,GUJARAT,GJ-Territory 1,DARED
India,West,GUJARAT,GJ-Territory 1,GONDAL
India,West,GUJARAT,GJ-Territory 1,JAMNAGAR
